SFH,TH
2,338
3,343
3,353
3,365
3,376
3,380
3,410
3,429
3,450
3,451
3,454
3,456
3,456
3,443
2,280
2,247
2,199
2,171
1,110
1,96
1,157
2,168
2,277
2,338
3,340
3,343
3,352
3,361
3,365
3,373
3,375
3,376
3,378
3,380
3,380
3,402
3,402
2,259
2,308
1,135
1,61
1,144
1,128
1,37
1,96
1,90
1,73
2,258
2,258
2,260
2,262
2,263
2,264
2,272
2,272
2,278
2,278
2,289
2,289
2,289
2,289
2,259
1,129
1,102
1,104
0,0
0,0
0,0
0,0
0,0
0,0
1,194
1,197
2,199
2,202
2,225
2,228
2,231
2,240
2,249
2,250
2,257
2,258
2,258
2,258
2,258
2,256
2,245
2,215
2,215
2,216
2,209
2,240
2,248
2,248
2,249
2,256
2,262
2,298
2,262
2,263
2,265
2,298
2,331
2,335
2,337
3,339
3,341
3,341
2,330
1,71
1,65
0,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,193
1,196
2,199
2,204
2,227
2,230
2,237
2,239
2,241
2,248
2,248
2,249
2,249
2,239
2,238
2,195
1,170
1,115
1,88
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,186
1,194
1,196
1,198
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,226
2,238
2,250
2,258
2,262
2,263
2,263
2,261
2,214
1,40
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,196
2,203
2,228
2,240
2,258
2,264
2,309
2,335
3,342
3,351
3,361
3,364
3,364
2,205
1,25
0,-58
0,-178
0,0
0,0
0,0
0,0
0,0
0,0
1,195
2,201
2,228
2,238
2,256
2,262
2,298
2,333
2,339
3,351
3,361
3,365
3,373
3,374
1,152
0,-59
0,-189
-1,-285
0,0
0,0
0,0
0,0
0,0
0,0
1,193
1,195
1,198
2,200
2,203
2,225
2,227
2,227
2,227
2,227
2,227
2,227
2,226
2,226
2,204
1,162
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,226
2,231
2,241
2,249
2,257
2,258
2,260
2,258
1,119
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,193
1,198
2,202
2,227
2,237
2,248
2,257
2,262
2,272
2,289
2,309
2,310
2,332
2,310
2,217
2,199
1,107
1,98
1,95
1,135
1,109
1,199
2,226
2,231
2,248
2,258
2,262
2,290
2,332
2,337
3,343
3,356
3,365
3,373
3,376
3,376
3,378
3,365
1,-3
0,-95
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,187
1,195
1,196
1,198
2,199
2,202
2,225
2,229
2,239
2,248
2,250
2,257
2,258
2,258
2,248
2,199
1,195
1,146
1,108
1,104
1,119
1,163
2,201
2,202
2,203
2,204
2,225
2,226
2,227
2,228
2,240
2,227
2,228
2,204
2,204
2,225
2,202
2,200
1,196
1,187
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,187
1,193
1,194
1,195
2,226
2,248
2,262
2,290
2,332
2,334
2,338
2,335
0,-109
-1,-233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,194
1,197
2,201
2,225
2,229
2,241
2,258
2,264
2,289
2,310
2,332
2,334
2,332
2,167
1,133
1,34
0,0
0,0
0,0
0,0
0,0
1,199
2,225
2,237
2,249
2,260
2,278
2,332
2,339
3,350
3,363
3,375
3,378
3,402
3,410
3,416
3,408
1,62
0,-41
0,-178
0,0
0,0
0,0
0,0
0,0
1,198
2,202
2,225
2,229
2,238
2,248
2,256
2,260
2,263
2,272
2,298
2,310
2,331
2,333
2,334
2,334
2,331
2,309
2,290
2,245
2,239
2,268
2,272
2,289
2,298
2,310
2,333
2,335
2,338
3,340
3,342
3,356
3,353
3,356
3,362
3,362
3,363
3,364
3,364
3,363
3,343
2,304
2,298
2,229
2,188
2,175
2,224
2,261
2,272
2,309
2,332
2,336
3,339
3,343
3,356
3,364
3,375
3,380
3,414
3,429
3,448
3,450
3,451
3,451
3,306
2,256
2,178
1,104
1,93
1,148
2,163
2,245
2,335
2,338
3,339
3,341
3,343
3,351
3,356
3,362
3,363
3,364
3,365
3,371
3,371
3,371
3,372
3,373
3,353
2,308
2,299
2,270
2,251
2,255
2,298
2,331
2,335
2,335
2,335
2,335
2,336
2,336
2,336
2,336
2,336
2,336
2,335
2,335
2,335
2,335
2,335
2,334
2,310
2,289
2,231
2,228
2,226
2,253
2,258
2,260
2,263
2,278
2,265
2,289
2,290
2,309
2,310
2,332
2,334
2,337
3,340
3,342
3,343
3,351
3,352
3,352
3,343
2,340
2,306
2,304
2,303
2,303
2,336
2,338
3,339
3,341
3,343
3,343
3,352
3,351
3,352
3,353
3,356
3,361
3,352
3,352
3,351
3,351
3,350
3,343
2,338
2,328
2,257
2,232
2,229
2,228
2,257
2,263
2,278
2,290
2,310
2,332
2,334
2,336
2,338
3,339
3,351
3,365
3,376
3,380
3,409
3,416
3,428
3,428
1,86
0,-90
-1,-200
-1,-246
0,0
0,0
0,0
0,-10
2,229
2,238
2,240
2,249
2,258
2,260
2,263
2,272
2,289
2,298
2,310
2,310
2,331
2,331
2,331
2,331
2,272
2,227
2,209
2,162
1,143
1,193
2,229
2,238
2,248
2,256
2,258
2,262
2,265
2,289
2,310
2,332
3,343
3,373
3,414
3,449
3,455
4,465
4,475
4,476
2,223
1,15
0,-82
0,-121
0,-169
0,-169
0,-62
1,102
3,341
3,351
3,362
3,372
3,376
3,380
3,414
3,430
3,430
3,430
3,430
3,430
3,430
3,429
3,429
3,429
3,414
3,402
3,378
3,376
3,374
3,373
3,374
3,376
3,377
3,379
3,380
3,402
3,417
3,416
3,414
3,428
3,451
3,455
4,467
4,475
4,485
4,486
4,509
4,510
4,508
4,481
3,447
3,439
3,438
3,441
4,476
4,485
4,508
4,487
4,487
4,487
4,487
4,487
4,487
4,487
4,485
4,476
4,474
4,472
4,465
3,464
3,458
3,457
3,453
3,448
3,430
3,403
3,375
3,378
3,379
3,402
3,410
3,409
3,408
3,380
3,380
3,378
3,377
3,376
3,402
3,379
3,379
3,379
3,379
3,380
3,380
3,380
3,377
3,375
3,372
3,365
3,363
3,362
3,363
3,365
3,372
3,374
3,375
3,376
3,378
3,380
3,380
3,402
3,428
3,451
3,457
4,467
4,475
4,483
4,486
4,486
4,483
4,474
3,389
3,333
3,312
2,212
2,182
2,222
3,428
3,430
3,450
3,452
3,455
3,457
4,465
4,473
4,474
4,474
4,475
4,475
4,475
4,475
4,475
4,475
3,356
2,188
2,275
2,177
2,256
2,317
3,364
3,376
3,408
3,402
3,380
3,380
3,379
3,378
3,377
3,376
3,376
3,377
3,378
3,379
3,378
3,378
3,378
3,378
3,374
3,362
2,317
2,309
2,304
2,302
2,303
2,339
3,341
3,343
3,352
3,361
3,364
3,371
3,374
3,376
3,409
3,430
3,453
3,456
4,465
4,472
4,475
4,475
3,453
3,352
2,213
2,164
2,176
2,265
3,331
3,377
3,409
3,429
3,451
3,456
4,472
4,483
4,508
4,514
4,524
4,532
4,554
4,567
4,570
4,583
4,585
4,585
3,326
2,91
1,-5
0,-94
0,-121
0,-88
1,-37
3,374
3,380
3,414
3,430
3,452
3,458
4,474
4,485
4,510
4,520
4,525
4,544
4,547
4,566
4,568
4,570
4,572
4,455
3,321
3,338
2,258
1,14
2,174
3,368
3,455
3,458
4,467
4,475
4,484
4,487
4,511
4,514
4,522
4,525
4,532
4,545
4,547
4,565
4,566
4,567
4,567
3,322
2,150
1,14
1,-7
1,-7
1,-17
1,144
3,376
3,378
3,402
3,414
3,428
3,448
3,451
3,454
3,457
4,467
4,475
4,483
4,485
4,486
4,508
4,509
4,509
3,281
1,84
1,-65
0,-99
0,-136
0,-65
1,100
2,339
3,340
3,343
3,350
3,352
3,356
3,362
3,365
3,372
3,373
3,375
3,376
3,376
3,376
3,377
3,377
3,377
3,375
3,373
2,317
2,308
2,156
1,114
1,70
2,290
2,309
2,331
2,333
2,334
2,336
2,338
3,340
3,342
3,350
3,351
3,352
3,351
3,350
3,350
3,343
3,343
2,335
0,-134
-1,-227
0,-191
0,-98
1,13
1,99
1,197
1,198
1,199
1,199
2,199
2,199
2,200
2,200
2,201
2,228
2,240
2,258
2,262
2,265
2,298
2,310
2,333
2,310
2,170
2,227
1,132
1,141
0,34
1,120
2,241
2,250
2,258
2,262
2,272
2,298
2,331
2,335
2,339
3,340
3,342
3,350
3,351
3,352
3,353
3,353
3,356
3,350
2,338
2,275
2,237
2,230
2,233
2,290
2,333
2,334
2,336
2,338
3,340
3,343
3,352
3,361
3,364
3,372
3,376
3,379
3,402
3,408
3,409
3,414
3,416
3,410
3,376
3,338
3,330
3,328
1,71
1,20
2,337
3,339
3,341
3,343
3,352
3,361
3,364
3,372
3,374
3,376
3,379
3,402
3,408
3,410
3,414
3,417
3,428
3,449
3,428
3,414
3,408
3,402
3,402
3,408
3,409
3,414
3,417
3,429
3,430
3,448
3,451
3,451
3,455
3,464
4,476
4,508
4,511
4,520
4,523
4,525
4,532
4,531
4,525
4,524
3,422
1,34
1,-40
1,9
3,429
3,448
3,451
3,453
3,456
3,458
4,467
4,474
4,476
4,484
4,484
4,485
4,486
4,486
4,486
4,486
4,486
4,485
3,362
2,194
2,256
2,320
2,312
3,328
3,378
3,380
3,380
3,408
3,410
3,414
3,428
3,429
3,430
3,448
3,451
3,452
3,453
3,454
3,455
3,456
3,456
3,455
3,412
2,268
2,235
1,102
2,194
2,214
3,340
3,340
3,341
3,342
3,343
3,343
3,350
3,351
3,351
3,353
3,363
3,356
3,361
3,356
3,356
3,353
3,353
3,352
3,343
2,341
2,339
2,337
2,337
2,338
3,339
3,340
3,341
3,342
3,343
3,350
3,351
3,352
3,353
3,361
3,363
3,364
3,365
3,365
3,371
3,371
3,371
3,362
2,201
1,-24
0,-26
1,112
1,98
2,238
2,258
2,260
2,262
2,264
2,272
2,289
2,298
2,310
2,332
2,335
2,339
3,342
3,343
3,350
3,352
3,356
3,361
3,350
1,82
1,47
2,165
2,207
2,254
2,163
2,264
2,290
2,310
2,334
2,339
3,342
3,352
3,363
3,373
3,377
3,408
3,417
3,430
3,449
3,451
3,452
3,454
3,451
3,281
1,140
1,3
0,-67
0,-54
1,-13
2,289
2,310
2,334
2,339
3,343
3,356
3,365
3,375
3,379
3,409
3,429
3,450
3,452
3,454
3,456
3,458
4,465
3,464
3,457
3,452
3,451
3,451
2,140
2,101
3,408
3,416
3,430
3,450
3,453
3,456
3,464
4,473
4,476
4,485
4,487
4,510
4,511
4,512
4,514
4,520
4,520
4,520
3,380
2,238
2,207
2,265
2,258
3,310
3,410
3,414
3,417
3,428
3,430
3,430
3,449
3,450
3,451
3,451
3,452
3,453
3,453
3,453
3,453
3,454
3,454
3,452
3,428
3,409
3,345
3,342
3,341
3,375
3,379
3,380
3,409
3,414
3,429
3,430
3,451
3,452
3,453
4,467
4,485
4,513
4,523
4,531
4,546
4,566
4,570
4,570
4,472
4,417
3,289
2,197
3,296
4,443
4,511
4,513
4,520
4,523
4,528
4,544
4,546
4,565
4,568
4,567
4,566
4,566
4,565
4,554
4,554
4,547
4,547
4,545
4,507
4,452
3,369
3,351
3,394
3,446
3,464
3,464
3,464
3,464
3,464
3,464
3,464
4,465
3,464
4,465
4,467
4,472
4,472
4,472
4,472
4,472
4,472
3,458
3,311
3,345
2,266
1,58
1,102
2,243
3,343
3,350
3,351
3,353
3,361
3,362
3,364
3,371
3,373
3,376
3,378
3,380
3,408
3,410
3,416
3,417
3,429
3,417
3,343
3,329
2,312
2,316
2,315
3,356
3,371
3,372
3,374
3,375
3,376
3,376
3,379
3,379
3,380
3,380
3,379
3,380
3,378
3,378
3,378
3,377
3,377
3,376
2,350
2,305
2,301
2,275
2,266
2,309
2,334
2,336
2,338
3,340
3,343
3,351
3,356
3,363
3,371
3,378
3,417
3,451
3,456
4,465
4,476
4,484
4,487
4,487
3,413
3,348
3,357
3,332
2,250
3,397
3,455
3,456
3,464
4,467
4,473
4,475
4,483
4,485
4,486
4,486
4,483
4,475
4,473
4,465
3,458
3,458
3,456
3,454
3,450
3,429
3,409
3,379
1,75
1,42
2,338
3,341
3,343
3,352
3,361
3,365
3,373
3,376
3,378
3,416
3,451
4,465
4,475
4,485
4,509
4,512
4,520
4,521
4,513
4,511
4,505
4,475
2,198
2,167
4,476
4,487
4,511
4,521
4,528
4,545
4,567
4,584
4,608
5,616
5,618
5,620
5,622
5,624
5,625
5,625
5,626
5,625
4,488
4,512
3,417
2,199
2,132
2,156
4,483
4,484
4,486
4,486
4,508
4,510
4,511
4,512
4,513
4,514
4,514
4,520
4,520
4,520
4,520
4,520
4,520
4,513
4,485
3,439
3,419
3,414
3,417
3,451
3,458
3,458
4,467
4,474
4,483
4,485
4,487
4,510
4,512
4,525
4,567
5,609
5,619
5,625
5,634
5,639
5,645
5,649
4,550
4,517
4,585
4,513
4,526
4,427
5,622
5,626
5,636
5,644
5,662
5,711
5,720
5,731
6,736
6,737
6,737
6,739
6,740
6,747
6,747
6,748
6,749
6,749
5,625
5,614
5,572
3,269
3,314
4,585
5,644
5,640
5,639
5,639
5,639
5,639
5,638
5,637
5,637
5,635
5,633
5,625
5,625
5,623
5,622
5,621
5,620
5,619
4,585
4,513
4,491
4,487
4,481
4,520
4,525
4,531
4,525
4,525
4,524
4,524
4,524
4,524
4,523
4,525
4,525
4,528
4,531
4,531
4,532
4,544
4,544
4,544
4,522
4,507
4,454
3,451
4,443
4,483
4,487
4,508
4,508
4,509
4,510
4,511
4,514
4,512
4,514
4,513
4,513
4,513
4,513
4,512
4,512
4,511
4,511
4,510
3,431
3,333
3,344
3,296
3,409
3,428
3,451
3,452
3,455
3,456
3,464
4,467
4,474
4,476
4,485
4,510
4,522
4,544
4,565
4,570
4,586
5,609
5,617
5,619
5,617
4,583
4,582
4,582
4,583
4,618
5,621
5,620
5,617
5,616
5,609
4,587
4,587
4,583
4,570
